PlantName,PubMed ID,Activity,Targets,Paper Title
Combretum molle,17582701,antibacterial,Staphylococcus aureus,
Commiphora molmol,22737515,anti-trichomoniasis vaginalis,Trichomoniasis vaginalis,
Conocephalum conicum,,antiviral,herpesvirus type 1,Antiviral screening of British Columbian medicinal plants
Copaifera religiosa,22112366,anti-malarial,Plasmodium falciparum,
Coptis chinensis Franch,21105198,antibacterial,Helicobacter pylori,
Cordia curassavica,10724189,antifungal,Cladosporium cucumerinum,
Cordia curassavica,10724189,antifungal,Candida albicans,
Cordia curassavica,10724189,larvicidal,Aedes aegypti,
Coridothymus capitatus,14577632,antibacterial,Staphylococcus aureus,
Coridothymus capitatus,14577632,antibacterial,Pseudomonas aeruginosa,
Coridothymus capitatus,14577632,antibacterial,Proteus vulgaris,
Coridothymus capitatus,14577632,antibacterial,Escherichia coli,
Coridothymus capitatus,14577632,antibacterial,Klebsiella pneumoniae,
Cortex Magnoliae Officinalis,19038060,antibacterial,Bacillus subtilis,
Cortex Magnoliae Officinalis,19038060,antifungal,Candida albicans,
Cortex Magnoliae Officinalis,19038060,antibacterial,Staphylococcus aureus,
Cortex Magnoliae Officinalis,19038060,antibacterial,Mycobacterium smegmatis,
Crataegus microphylla,23351780,urease inhibitory,urea amidohydrolases,
Crinum  jagus,,antivenom,Echis  ocellatus,Anti-snake venom properties of medicinal plants
Crinum  jagus,,antivenom,Bitis arietans,Anti-snake venom properties of medicinal plants
Crinum  jagus,,antivenom,Naja naja,Anti-snake venom properties of medicinal plants
Crinum kirkii,15541744,anti-parasitic,Trypanosoma brucci rhodesiense,
Crocus sativus,20593515,antibacterial,Brucella melitensis,
Croton draco,,antivenom,Bothrops asper,Anti-snake venom properties of medicinal plants
Croton leptostachyus,16713157,anti-malarial,Plasmodium falciparum,
Cuscuta sandwichiana,,antiviral,Human immunodeficiency virus type 1,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Cybistax antisyphilitica,17019779,larvicidal,A. aegypti larvae,
Cymbopogon citratus,15678368,anti-malarial,Plasmodium berghei,
Cymbopogon citratus,23662123,antibacterial,Streptococcus pyogenes,
Cynara scolymus,,antivenom,Bothrops jaracaca,Anti-snake venom properties of medicinal plants
Cyperus esculentus,22557327,antibacterial,Proteus vulgaris,
Cyperus esculentus,22557327,antibacterial,Klebsiella pneumoniae,
Cyperus esculentus,22557327,antibacterial,Staphylococcus aureus,
Cyperus esculentus,22557327,antibacterial,Salmonella sp,
Cyperus esculentus,22557327,antibacterial,Escherichia coli,
Cyperus rotundus,2236289,anti-malarial,Plasmodium falciparum,
Cyperus rotundus,19666102,antiviral,HSV-1,
Daphniphyllum macropodum,23756191,cytotoxic,brine shrimp,
Daphniphyllum macropodum,24619303,cytotoxic,P-388,
Daphniphyllum macropodum,24619303,cytotoxic,SGC-7901,
Daphniphyllum subverticillatum,19739650,cytotoxic,HMEC human microvascular endothelial cell line,
Daphniphyllum yunnanense,16643024,cytotoxic,P-388,
Daphniphyllum yunnanense,16643024,cytotoxic,A-549,
Datura stramonium,20442821,antibacterial,Vibrio cholerae,
Datura stramonium,20442821,antibacterial,Vibrio parahaemolyticus,
Debregeasia salicifolia,21718504,antibacterial,Bacillus subtilis,
Debregeasia salicifolia,21718504,antibacterial,Pseudomonas pickettii,
Dendrophthoe falcata,18790035,antibacterial,Staphylococcus aureus,
Dendrophthoe falcata,18790035,antibacterial,Staphylococcus pyogenes,
Dendrophthoe falcata,18790035,antibacterial,Staphylococcus epidermidis,
Dendrophthoe falcata,18790035,antibacterial,Micrococcus luteus,
Dendrophthoe falcata,18790035,antibacterial,Bacillus subtilis,
Dendrophthoe falcata,18790035,antibacterial,Bacillus cereus,
Dendrophthoe falcata,18790035,antibacterial,Klebsiella pneumoniae,
Dendrophthoe falcata,18790035,antibacterial,Enterobacter aerogenes,
Dendrophthoe falcata,18790035,antibacterial,Pseudomonas aeruginosa,
Dendrophthoe falcata,18790035,antibacterial,Serratia marcescens,
Dendrophthoe falcata,18790035,antifungal,Candida albicans,
Dendrophthoe falcata,18790035,antifungal,Candida tropicalis,
Dendrophthoe falcata,18790035,antifungal,Aspergillus fumigatus,
Dendrophthoe falcata,18790035,antifungal,Aspergillus niger,
Dendrophthoe falcata,18790035,antibacterial,Escherichia coli,
Dendrophthoe falcata,18790035,antibacterial,Salmonella typhi,
Dicoma tomentosa,20435124,antiplasmodial,Plasmodium falciparum,
Diodia scundens,,antivenom,Echis carinatus,Anti-snake venom properties of medicinal plants
Dioscorea bulbifera,23176193,antibacterial,Mycobacterium tuberculosis,
Dioscorea bulbifera,23176193,antibacterial,Mycobacterium smegmatis,
Dioscorea bulbifera,23176193,antibacterial,Klebsiella pneumoniae,
Dioscorea bulbifera,23176193,antibacterial,Enterobacter aerogenes,
Dioscorea bulbifera,23176193,antibacterial,Escherichia coli,
Diospyros anisandra,17498888,antibacterial,Staphylococcus aureus,
Diospyros anisandra,17498888,antibacterial,Bacillus subtilis,
Diospyros anisandra,17498888,antifungal,Candida albicans,
Diospyros anisandra,17498888,antifungal,Aspergillus niger,
Diospyros anisandra,17498888,antifungal,Colletotrichum gloeosporioides,
Diospyros kaki,,antivenom,Laticauda semifasciata,Anti-snake venom properties of medicinal plants
Distictella elongata,21895729,antiviral,DENV-2,
Distictella elongata,21895729,antiviral,HSV-1,
Dittrichia viscosa,11113996,antiviral,HSV-1,
Dittrichia viscosa,11113996,antiviral,vesicular stomatitis virus,
Dittrichia viscosa,11113996,antiviral,poliomyelitis-1 virus,
Dorema ammoniacum,16678369,antibacterial,Bacillus cereus var mycoides,
Dorema ammoniacum,16678369,antibacterial,Bacillus pumilus,
Dorema ammoniacum,16678369,antibacterial,Bacillus subtilis,
Dorema ammoniacum,16678369,antibacterial,Bordetella bronchiseptica,
Dorema ammoniacum,16678369,antibacterial,Micrococcus luteus,
Dorema ammoniacum,16678369,antibacterial,Staphylococcus aureus,
Dorema ammoniacum,16678369,antibacterial,Staphylococcus epidermidis,
Dorema ammoniacum,16678369,antibacterial,Klebsiella pneumoniae,
Dorema ammoniacum,16678369,antibacterial,Streptococcus faecalis,
Dorema ammoniacum,16678369,antifungal,Saccharomyces cerevisiae,
Dorema ammoniacum,16678369,antifungal,Candida albicans,
Dorema ammoniacum,16678369,antifungal,Aspergillus niger,
Doronicum hookeri,16678369,antifungal,Candida albicans,
Doronicum hookeri,16678369,antifungal,Saccharomyces cerevisiae,
Dorstenia brasiliensis,,antivenom,Bothrops jaracaca,Anti-snake venom properties of medicinal plants
Dracaena cinnabari,16678369,antibacterial,Bacillus cereus var mycoides,
Dracaena cinnabari,16678369,antibacterial,Bacillus pumilus,
Dracaena cinnabari,16678369,antibacterial,Bacillus subtilis,
Dracaena cinnabari,16678369,antibacterial,Bordetella bronchiseptica,
Dracaena cinnabari,16678369,antibacterial,Micrococcus luteus,
Dracaena cinnabari,16678369,antibacterial,Staphylococcus aureus,
Dracaena cinnabari,16678369,antibacterial,Staphylococcus epidermidis,
Dracaena cinnabari,16678369,antibacterial,Klebsiella pneumoniae,
Dracaena cinnabari,16678369,antibacterial,Pseudomonas aeruginosa,
Dracaena cinnabari,16678369,antibacterial,Streptococcus faecalis,
Dracaena cinnabari,16678369,antifungal,Aspergillus niger,
Dugeutia furfuracea,17019779,larvicidal,A. aegypti larvae,
Ecklonia cava,,antiviral,Human immunodeficiency virus type 1,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Eclipta prostrata,,antivenom,Crotaius  durissus,Anti-snake venom properties of medicinal plants
Eclipta prostrata,,antivenom,Calloselasma rhodostoma,Anti-snake venom properties of medicinal plants
Ehretia buxifolia,,antivenom,Echis carinatus,Anti-snake venom properties of medicinal plants
Eichhornia crassipes,19205264,Antifungal,Fusarium oxysporum,
Eichhornia crassipes,19205264,Antifungal,Candida tropicalis,
Eichhornia crassipes,19205264,Antifungal,Candida albicans,
Eichhornia crassipes,19205264,antibacterial,Erwinia carotovora,
Eichhornia crassipes,19205264,antibacterial,Staphylococcus aureus,
Eichhornia crassipes,19205264,antibacterial,Bacillus cereus,
Elephantopus scaber,,antiviral,Respiratory syncytial virus,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Elephantopus scaber,,antivenom,Bothrops jaracaca,Anti-snake venom properties of medicinal plants
Elytranthe globosa,,antiviral,Herpes Simplex Virus I,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Elytranthe globosa,,antiviral,Polio virus,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Elytranthe maingayi,,antiviral,Herpes Simplex Virus I,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Elytranthe maingayi,,antiviral,Polio virus,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Elytranthe tubaeflora,,antiviral,Herpes Simplex Virus I,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Elytranthe tubaeflora,,antiviral,Polio virus,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Embelia ribes,15476301,antibacterial,Salmonella typhi,
Embelia ribes,22239530,antiviral,hepatitis C virus,
Embelia schimperi,11054840,antiviral,hepatitis C virus,
Embelia schimperi,11054840,antiviral,hepatitis C virus,
Emblica officinalis,,antiviral,Influenza Virus,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Emblica officinalis ,,antivenom,Vipera  russellii,Anti-snake venom properties of medicinal plants
Emblica officinalis,,antivenom,Naja kaouthia,Anti-snake venom properties of medicinal plants
Ephedra alata,19666102,antiviral,HSV-1,
Eremophila latrobei,9582007,antiviral,Ross River virus,
Erythrina latissima,15649516,antibacterial,Escherichia coli,
Erythrina latissima,15649516,antibacterial,Staphylococcus aureus,
Erythrina latissima,15649516,antibacterial,Bacillus subtilis,
Erythrina latissima,15649516,antifungal,Candida mycoderma,
Erythrina variegata,17191901,antibacterial,methicillin-resistant Staphylococcus aureus,
Erythroxylum deciduum,,antiviral,BoHV-1,EVALUATION OF THE ANTIVIRAL ACTIVITY OF BRAZILIAN CERRADO PLANTS AGAINST ANIMAL VIRUSES
Eucalyptus globulus,23570005,antibacterial,Staphylococcus aureus,
Eucalyptus globulus,23570005,antibacterial,Escherichia coli,
Eucalyptus globulus,1591991,antibacterial,methicillin-resistant Staphylococcus aureus,
Euclea divinorum,15476301,antifungal,Candida maltosa,
Eucommia ulmoides,,antiviral,Herpes Simplex Virus I,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Eugenia dysenterica,22469769,antiviral,rotavirus,
Eugenia malaccensis,,antiviral,Human immunodeficiency virus type 1,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Eugenia uniflora,22583648,antibacterial,Staphylococcus aureus,
Eugenia uniflora,22583648,antibacterial,Listeria monocytogenes,
Eugenia uniflora,22583648,antifungal,Candida lipolytica,
Eugenia uniflora,22583648,antifungal,Candida guilliermondii,
Eupatorium articulatum,10190189,antiviral,HSV-1,
Eupatorium glutinosum,10190189,antiviral,vesicular stomatitis virus,
Euphorbia australis,9582007,antiviral,human cytomegalovirus,
Excoecaria agallocha,22196120,antiviral,hepatitis C virus,
Fagara macrophylla,15814260,anti-malarial,Plasmodium falciparum,
Fagara macrophylla,11429249,antifeedant,Spodoptera frugiperda,
Fagara macrophylla,11429249,antifeedant,Spodoptera littoralis,
Fagara zanthoxyloides,19110407,Antisickling,,
Fagonia arabica,18069237,molluscicidal,Biomphalaria alexandrina,
Faujasiopsis flexuosa,22654584,anti-?-amylase,,
Ferula asafoetida,22345876,memory enhancing,wistar albino rats,
Ferula asafoetida,14531492,Antioxidant,rats,
Ferula asafoetida ,14964671,antiparasitic,Trichomonas vaginalis,
Ferula vesceritensis,22937773,antibacterial,Klebsiella pneumoniae,
Ferula vesceritensis,22937773,antibacterial,Escherichia coli,
Ferula vesceritensis,22937773,antibacterial,Staphylococcus aureus,
Ferulago angulata,20593515,antibacterial,Brucella melitensis,
Ficus carica,21501041,antibacterial,Staphylococcus aureus,
Ficus carica,21501041,antibacterial,Staphylococcus epidermidis,
Ficus carica,21501041,antibacterial,Streptococcus pyogenes,
Ficus exasperata,22583961,antibacterial,Shigella dysenteriae,
Ficus exasperata,22583961,antibacterial,Salmonella typhi,
Ficus exasperata,22583961,antibacterial,Pseudomonas aeruginosa,
Ficus exasperata,22583961,antibacterial,Escherichia coli,
Ficus platyphylla Del,22174991,anti-malarial,Plasmodium berghei,
Ficus prolix,,antiviral,Human immunodeficiency virus type 1,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Filipendula vulgaris,22164438,anxiolytic activity,albino mice,
Foeniculum vulgare,19634482,antibacterial,Acinetobacter baumannii,
fortunella crassifolia swingle,22489157,antibacterial,Escherichia coli,
fortunella crassifolia swingle,22489157,antibacterial,Salmonella typhimurium,
fortunella crassifolia swingle,22489157,antibacterial,Staphylococcus aureus,
fortunella crassifolia swingle,22489157,antibacterial,Bacillus cereus,
fortunella crassifolia swingle,22489157,antibacterial,Bacillus subtilis,
fortunella crassifolia swingle,22489157,antibacterial,Lactobacillus bulgaricus,
fortunella crassifolia swingle,22489157,antibacterial,Bacillus laterosporus,
fortunella crassifolia swingle,22489157,antifungal,Candida albicans,
Funtumia elastica,15814260,anti-malarial,Plasmodium falciparum,
Ganoderma annulare,12781809,antifungal,Microsporum cannis,
Ganoderma annulare,12781809,antifungal,Trichophyton mentagrophytes,
Ganoderma pfeifferi,12628419,antiviral,influenza virus type A,
Ganoderma pfeifferi,12628419,antiviral,HSV type 1,
Garcinia kola,22016616,antibacterial,Helicobacter pylori,
Garcinia mangostana,12843596,antibacterial,Mycobacterium tuberculosis,
Garcinia mangostana,24748749,antiviral,Dengue NS2B/NS3 Protease,
Garcinia mangostana,24748749,antiviral,Dengue NS2B/NS3 Protease,
Garcinia nigrolineata,16124764,antibacterial,methicillin-resistant Staphylococcus aureus,
Garcinia nigrolineata,14695790,antibacterial,methicillin-resistant Staphylococcus aureus,
Garcinia nobilis,23574627,antibacterial,Mycobacterium tuberculosis,
Garcinia nobilis,23574627,antibacterial,Escherichia coli,
Garcinia parvifolia,24748749,antiviral,Dengue NS2B/NS3 Protease,
Garcinia scortechinii,15729626,antibacterial,methicillin-resistant Staphylococcus aureus,
Garcinia vieillardii,24748749,antiviral,Dengue NS2B/NS3 Protease,
Gardenia sokotensis,20435124,antiplasmodial,Plasmodium falciparum,
Gasteria bicolor,22701287,antiviral,HIV,
Gelsemium elegans,16989532,anticancer,A-549 human lung adenocarcinoma cell line,
Geranium sanguineam,,antiviral,Influenza Virus,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Gladiolus dalenii,21304613,antifungal,Aspergillus niger,
Glaucium oxylobum,12837370,antifungal,Microsporum gypseum,
Glaucium oxylobum,12837370,antifungal,Microsporum canis,
Glaucium oxylobum,12837370,antifungal,Trichophyton mentagrophytes,
Gliricidia sepium,16483385,antibacterial,Staphylococcus aureus,
Globularia arabica,19666102,antiviral,poliomyelitis-1 virus,
Gloriosa superba,16678369,antifungal,Candida albicans,
Gloriosa superba,16678369,antibacterial,Streptococcus faecalis,
Gloriosa superba,16678369,antifungal,Saccharomyces cerevisiae,
Glycyrrhiza glabra,21762538,antiviral,hepatitis C virus,
Gochnatia polymorpha,,antiviral,avian reovirus,EVALUATION OF THE ANTIVIRAL ACTIVITY OF BRAZILIAN CERRADO PLANTS AGAINST ANIMAL VIRUSES
Gossypium hirsutum,24748749,antiviral,Dengue NS2B/NS3 Protease,
Gracilaria changii,22013724,antifungal,Candida albicans,
Guazuma ulmifolia,,antiviral,Polio virus,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Gymnema sylvestre,9904502,antihyperglycemic,rats,
Gymnema sylvestre,9904502,hypoglycemic,rats,
Harpalyce brasiliana,,antivenom,Bothrops jaracaca,Anti-snake venom properties of medicinal plants
Harrisonia perforata,15138013,antibacterial,Streptococcus mutans,
Heisteria acuminata,10190189,antiviral,vesicular stomatitis virus,
Helianthus annuus,,anti-toothache,toothache,HIGH THERAPEUTIC POTENTIAL OF SPILANTHES ACMELLA: A REVIEW
Hemidesmus indicus,16678369,antibacterial,Streptococcus faecalis,
Hemidesmus indicus,,antivenom,Daboia russellii,Anti-snake venom properties of medicinal plants
Hemidesmus indicus,,antivenom,Naja kaouthia,Anti-snake venom properties of medicinal plants
Heracleum rechingeri,20552523,antibacterial,Bacillus subtilis,
Heracleum rigens,22908589,antibacterial,Klebsiella pneumoniae,
Heracleum rigens,22908589,antibacterial,Bacillus subtilis,
HERACLEUM SIAMICUM,,antibacterial,Staphylococcus aureus,CHEMICAL COMPOSITION AND ANTIMICROBIAL ACTIVITY OF THE ESSENTIAL OIL FROM HERACLEUM SIAMICUM
HERACLEUM SIAMICUM,,antibacterial,Bacillus subtilis,CHEMICAL COMPOSITION AND ANTIMICROBIAL ACTIVITY OF THE ESSENTIAL OIL FROM HERACLEUM SIAMICUM
HERACLEUM SIAMICUM,,antifungal,Candida albicans,CHEMICAL COMPOSITION AND ANTIMICROBIAL ACTIVITY OF THE ESSENTIAL OIL FROM HERACLEUM SIAMICUM
Hibiscus aethiopicus,,antivenom,Echis  ocellatus,Anti-snake venom properties of medicinal plants
Hibiscus aethiopicus,,antivenom,Naja naja,Anti-snake venom properties of medicinal plants
Hibiscus gossypifolius,23351780,urease inhibitory,urea amidohydrolases,
Holarrhena antidysenterica,15476301,antibacterial,Salmonella typhi,
Holarrhena antidysenterica,21288335,anti-malarial,Plasmodium falciparum,
Holarrhena antidysenterica,22536985,antibacterial,Acinetobacter baumannii,
Holarrhena pubescens,10624899,antibacterial,Staphylococcus aureus,
Holarrhena pubescens,10624899,antibacterial,Staphylococcus epidermidis,
Holarrhena pubescens,10624899,antibacterial,Streptococcus faecalis,
Holarrhena pubescens,10624899,antibacterial,Bacillus subtilis,
Holarrhena pubescens,10624899,antibacterial,Escherichia coli,
Holarrhena pubescens,10624899,antibacterial,Pseudomonas aeruginosa,
Holmskioldia sanguinea Retz,14669259,antifungal,Aspergillus niger,
Holmskioldia sanguinea Retz,14669259,antifungal,Penicillium frequentance,
Holmskioldia sanguinea Retz,14669259,antifungal,Penicillium notatum,
Holmskioldia sanguinea Retz,14669259,antifungal,Botrytis cinerea,
Holoptelea integrifolia,20336224,antiinflammatory,rats,
Holoptelia integrefolia,,antiviral,Herpes Simplex Virus,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Homalomena aromatica,23177818,antifungal,Trichophyton rubrum,
Homalomena aromatica,23177818,antifungal,Trichophyton mentagrophytes,
Homalomena aromatica,23177818,antifungal,Microsporum fulvum,
Homalomena aromatica,23177818,antifungal,Microsporum gypseum,
Homalomena aromatica,23177818,antifungal,Trichosporon beigelii,
Homalomena aromatica,23177818,antifungal,Candida albicans,
Hoslundia opposita Vahl,2236289,anti-malarial,Plasmodium falciparum,
Hymenaea courbaril,22469769,antiviral,rotavirus,
Hymenaea courbaril,25027026,antifungal,Cryptococcus neoformans,
Hypericum kotschyanum,,antiviral,Herpes Simplex Virus I,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Hypericum lanceolatum,21682873,anti-malarial,Plasmodium falciparum,
Hypericum neurocalycinum,,antiviral,Herpes Simplex Virus I,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Hypericum salsugineum,,antiviral,Herpes Simplex Virus I,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Hypoestes pubescens,15476301,antifungal,Candida maltosa,
Hypserpa nitida,17723297,antiviral,hepatitis B virus,
Hyptis crenata,23157018,antibacterial,Staphylococcus aureus,
Hyptis crenata,23157018,antibacterial,Enterococcus faecalis,
Hyptis crenata,23157018,antifungal,Cryptococcus neoformans,
Hyptis crenata,23157018,antifungal,Candida glabrata,
Hyptis crenata,23157018,antifungal,Candida tropicalis,
Hyptis martiusii Benth,12797740,insecticidal,A. aegypti larvae,
Hyptis martiusii Benth.,12797740,insecticidal,Bemisia argentifolii,
Hyptis verticillata Jacq,15941314,chemosterilant,cattle tick,
Hyptis verticillata Jacq,15941314,chemosterilant,Boophilus microplus Canest,
Hyptis verticillata Jacq,15941314,toxic activity,adult Cylas formicarius elegantulus (Summer),
Ipomoea congesta,,antiviral,Human immunodeficiency virus type 1,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Ipomoea involucrata,23259718,Antisickling,human sickle cell blood,
Ipomopsis aggregata,,antiviral,Parainfluenza virus type 3,Antiviral screening of British Columbian medicinal plants
Isatis tinctoria,21105198,antibacterial,Helicobacter pylori,
Jacaranda cuspidifolia,21663482,antibacterial,Streptococcus pyogenes,
Jacaranda cuspidifolia,21663482,antibacterial,Staphylococcus aureus,
Jacaranda cuspidifolia,21663482,antibacterial,Neisseria gonorrhoeae,
Jacaranda cuspidifolia,21663482,antibacterial,Proteus mirabilis,
Jacaranda cuspidifolia,21663482,antibacterial,Serratia marcescens,
Jacaranda cuspidifolia,21663482,antibacterial,Enterobacter aerogenes,
Jacaranda cuspidifolia,21663482,antibacterial,Staphylococcus epidermidis,
Jacaranda cuspidifolia,21663482,antibacterial,Staphylococcus pyogenes,
Jacaranda mimosifolia,16483385,antibacterial,Bacillus cereus,
Jacaranda mimosifolia,16483385,antibacterial,Escherichia coli,
Jacaranda mimosifolia,16483385,antibacterial,Staphylococcus aureus,
Jasonia montana,19666102,antiviral,poliomyelitis-1 virus,
Jatropha gossypifolia,16678369,antibacterial,Bacillus cereus var mycoides,
Jatropha gossypifolia,16678369,antibacterial,Bacillus pumilus,
Jatropha gossypifolia,16678369,antibacterial,Bacillus subtilis,
Jatropha gossypifolia,16678369,antibacterial,Bordetella bronchiseptica,
Jatropha gossypifolia,16678369,antibacterial,Staphylococcus epidermidis,
Jatropha gossypifolia,16678369,antibacterial,Klebsiella pneumoniae,
Jatropha gossypifolia,16678369,antibacterial,Streptococcus faecalis,
Jatropha gossypifolia,16678369,antifungal,Candida albicans,
Juglans regia,23351780,urease inhibitory,urea amidohydrolases,
Juniperus communis,16375831,antibacterial,Bacillus cereus,
Juniperus communis,16375831,antibacterial,Bacillus subtilis,
Juniperus communis,16375831,antibacterial,Micrococcus flavus,
Juniperus communis,16375831,antibacterial,Micrococcus luteus,
Juniperus communis,16375831,antibacterial,Staphylococcus aureus,
Juniperus communis,16375831,antibacterial,Staphylococcus epidermidis,
Juniperus communis,16375831,antibacterial,Enterococcus faecalis,
Juniperus communis,16375831,antibacterial,Serratia spp,
Juniperus communis,16375831,antibacterial,Salmonella enteritidis,
Juniperus communis,16375831,antibacterial,Proteus mirabilis,
Juniperus communis,16375831,antibacterial,Shigella sonnei,
Juniperus communis,16375831,antibacterial,Klebsiella oxytoca,
Juniperus communis,,antibacterial,Agrobacterium tumefaciens,Composition and Antimicrobial Activity of Juniperus Communis L. Physiological Metabolites from Serbia
Juniperus communis,,antibacterial,Bacillus subtilis,Composition and Antimicrobial Activity of Juniperus Communis L. Physiological Metabolites from Serbia
Juniperus communis,,antibacterial,Pseudomonas fluorescens,Composition and Antimicrobial Activity of Juniperus Communis L. Physiological Metabolites from Serbia
Khaya grandifoliola,10661881,anti-malarial,Plasmodium falciparum,
Lacistema hasslerianum,,antiviral,BoHV-1,EVALUATION OF THE ANTIVIRAL ACTIVITY OF BRAZILIAN CERRADO PLANTS AGAINST ANIMAL VIRUSES
Laennecia confusa,22623891,antibacterial,Staphylococcus aureus,
Laennecia confusa,22623891,antibacterial,Escherichia coli,
Laennecia confusa,22623891,antibacterial,Klebsiella pneumoniae,
Laennecia confusa,22623891,antibacterial,Pseudomonas aeruginosa,
Laennecia confusa,22623891,antifungal,Candida albicans,
Laennecia confusa,22623891,antifungal,Cryptococcus neoformans,
Laennecia confusa,22623891,antifungal,Trichophyton rubrum,
Laennecia confusa,22623891,antiprotozoal,Leishmania donovani,
Laggera pterodonta,,antiviral,Respiratory syncytial virus,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Lantana camara,,antibacterial,Mycobacterium tuberculosis,
Lantana camara,2236289,anti-malarial,Plasmodium falciparum,
Lantana camara,16678369,antifungal,Aspergillus niger,
Lantana camara,16678369,antifungal,Candida albicans,
Lantana camara,16678369,antifungal,Saccharomyces cerevisiae,
Lantana camara,16678369,antibacterial,Streptococcus faecalis,
Lantana camara,16678369,antibacterial,Klebsiella pneumoniae,
Lantana camara,16678369,antibacterial,Staphylococcus epidermidis,
Lantana camara,16678369,antibacterial,Staphylococcus aureus,
Lantana camara,16678369,antibacterial,Micrococcus luteus,
Lantana camara,16678369,antibacterial,Bordetella bronchiseptica,
Lantana camara,16678369,antibacterial,Bacillus subtilis,
Lantana camara,16678369,antibacterial,Bacillus pumilus,
Lantana camara,16678369,antibacterial,Bacillus cereus var mycoides,
Laserpitium zernyi,20334149,antibacterial,Staphylococcus epidermidis,
Laserpitium zernyi,20334149,antibacterial,Staphylococcus aureus,
Laserpitium zernyi,20334149,antibacterial,Micrococcus luteus,
Laumoniera bruceadelpha,19652415,antimalarial,Plasmodium falciparum,
Lawsonia inermis,4967454,antibacterial,Staphylococcus aureus,
Lawsonia inermis,4967454,antibacterial,Escherichia coli,
Lawsonia inermis,4967454,antibacterial,Bacillus anthracis,
Lawsonia inermis,4967454,antibacterial,Bacillus cereus,
Lawsonia inermis,8966192,antiinflammatory,rats,
Lawsonia inermis,8966192,analgesic,rats,
Lawsonia inermis,8966192,antipyretic,rats,
Lawsonia inermis,20442821,antibacterial,Vibrio cholerae,
Lawsonia inermis,20442821,antibacterial,Vibrio parahaemolyticus,
Leontodon filii,15752627,antifungal,Plasmopara viticola,
Leontodon filii,15752627,antifungal,Botrytis cinerea,
Leontodon filii,15752627,antifungal,Pyricularia oryzae,
Leucas cephalotes,21527328,anti-malarial,Plasmodium falciparum,
Linum pubescens,22913459,antibacterial,Bacillus cereus,
Linum pubescens,22913459,antibacterial,Enterococcus faecalis,
Linum pubescens,22913459,antibacterial,Staphylococcus aureus,
Linum pubescens,22913459,antibacterial,Escherichia coli,
Linum pubescens,22913459,antibacterial,Klebsiella pneumoniae,
Lithraea molleoides,,antiviral,avian reovirus,EVALUATION OF THE ANTIVIRAL ACTIVITY OF BRAZILIAN CERRADO PLANTS AGAINST ANIMAL VIRUSES
Lomatium dissectrun,,antiviral,Rotavirus,Antiviral screening of British Columbian medicinal plants
Luffa echinata,16678369,antibacterial,Bordetella bronchiseptica,
Luffa echinata,16678369,antibacterial,Streptococcus faecalis,
Lychnophora pinaster,,antivenom,Bothrops alternatus,Anti-snake venom properties of medicinal plants
Lyconis radiata,23136954,antiviral,influenza virus H5N1,
Lygodium flexuosum,17034775,Antiangiogenic,Rats,
Lysichiton umericunum,,antiviral,herpesvirus type 1,Antiviral screening of British Columbian medicinal plants
Magnolia grandiflora,22098176,antiviral,hepatitis C virus,
Malclura cochinchinensis,,antiviral,Herpes Simplex Virus,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Mallotus philippinensis,16678369,antibacterial,Staphylococcus epidermidis,
Mallotus philippinensis,16678369,antibacterial,Staphylococcus aureus,
Mallotus philippinensis,16678369,antibacterial,Micrococcus luteus,
Mallotus philippinensis,16678369,antibacterial,Bordetella bronchiseptica,
Mallotus philippinensis,16678369,antibacterial,Bacillus subtilis,
Mallotus philippinensis,16678369,antibacterial,Bacillus pumilus,
Mallotus philippinensis,16678369,antibacterial,Bacillus cereus var mycoides,
